season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2020,REG,0,Emmanuel Sanders,WR,NO,6.55962962962963,3.1245436120122734,9.352073170731707,23.496591344312524,61,82,74.39024390243902,726,5,2.8604918032786886,3.285947976772507,-0.4254561734938185,00-0027685,Emmanuel,Sanders,17,E.Sanders
2020,REG,0,Hayden Hurst,TE,ATL,6.552380952380951,3.4186609854009635,6.696136363636364,11.039917265257028,56,88,63.63636363636363,571,6,4.787142857142858,5.180419690155422,-0.393276833012564,00-0034830,Hayden,Hurst,81,H.Hurst
2020,REG,0,Jalen Reagor,WR,PHI,6.5307692307692315,3.2810325942395533,13.851481481481482,14.489839406443117,31,54,57.407407407407405,396,1,5.553225806451613,5.671372175488296,-0.11814636903668241,00-0036387,Jalen,Reagor,18,J.Reagor
2020,REG,0,Eric Ebron,TE,PIT,6.495735294117647,2.9960424945381092,7.624395604395604,14.619355654354283,56,91,61.53846153846154,558,5,3.6228571428571428,3.656230488505233,-0.03337334564809025,00-0031387,Eric,Ebron,85,E.Ebron
2020,REG,0,Sterling Shepard,WR,NYG,6.4868539325842685,3.026044201664412,8.160222222222222,18.74113239902418,66,90,73.33333333333333,656,3,3.183939393939393,3.4922378972970005,-0.30829850335760733,00-0032385,Sterling,Shepard,87,S.Shepard
2020,REG,0,Randall Cobb,WR,HOU,6.458292682926831,2.8636152896080707,6.974374999999999,7.098615561101698,38,48,79.16666666666666,441,3,4.723421052631578,4.732513133474012,-0.009092080842433958,00-0028002,Randall,Cobb,18,R.Cobb
2020,REG,0,Chris Godwin,WR,TB,6.4350649350649345,2.953381436647634,9.795238095238094,14.691335540247621,65,84,77.38095238095238,840,7,4.811692307692308,4.111784243007012,0.699908064685296,00-0033921,Rod,Godwin,14,C.Godwin
2020,REG,0,Robby Anderson,WR,CAR,6.432755905511812,2.882738763471303,9.594338235294117,32.6384563625767,95,136,69.85294117647058,1093,3,5.4751578947368404,4.799336608495166,0.6758212862416748,00-0032688,Robby,Anderson,11,R.Anderson
2020,REG,0,Tee Higgins,WR,CIN,6.428018867924529,2.4799228597399954,12.045000000000002,27.639001319420984,67,108,62.03703703703704,908,6,4.621492537313433,3.2447495781451807,1.376742959168252,00-0036410,Tamaurice,Higgins,85,T.Higgins
2020,REG,0,Cole Kmet,TE,CHI,6.42709677419355,3.5571709967818985,6.157272727272727,5.758190841560486,28,44,63.63636363636363,243,2,5.498928571428572,5.189630413656301,0.3092981577722709,00-0036290,Cole,Kmet,85,C.Kmet
2020,REG,0,Dallas Goedert,TE,PHI,6.4071428571428575,2.8509259067268204,8.760153846153848,11.03058832645629,46,65,70.76923076923077,524,3,4.491521739130435,4.138771827104239,0.3527499120261961,00-0034351,Dallas,Goedert,88,D.Goedert
2020,REG,0,Anthony Firkser,TE,TEN,6.371621621621623,2.421021808359007,7.172830188679246,9.694744089970165,39,53,73.58490566037736,387,1,3.7053846153846153,3.1020384525162368,0.6033461628683785,00-0033455,Anthony,Firkser,86,A.Firkser
2020,REG,0,Cooper Kupp,WR,LAR,6.346637931034483,3.2377422670247293,6.328064516129033,20.56731268249467,92,124,74.19354838709677,974,3,5.812826086956521,4.372925342852999,1.4399007441035225,00-0033908,Cooper,Kupp,10,C.Kupp
2020,REG,0,Mecole Hardman,WR,KC,6.343035714285714,3.4084098297103225,10.56032258064516,13.049960336284528,41,62,66.12903225806451,560,4,7.199024390243903,6.400721356847232,0.798303033396671,00-0035140,Mecole,Hardman,17,M.Hardman
2020,REG,0,DeAndre Hopkins,WR,ARI,6.304779874213836,3.1432468632749297,8.9670625,33.20719169363089,115,160,71.875,1407,6,4.690782608695652,3.646102728435382,1.0446798802602695,00-0030564,DeAndre,Hopkins,10,D.Hopkins
2020,REG,0,Jared Cook,TE,NO,6.297551020408163,2.200651201032435,11.710166666666668,21.52769054002298,37,60,61.66666666666667,504,7,3.3064864864864867,2.007695377052409,1.2987911094340778,00-0027061,Jared,Cook,87,J.Cook
2020,REG,0,Dan Arnold,TE,ARI,6.297105263157896,3.9047442079345873,12.61111111111111,13.13493220754813,31,45,68.88888888888889,438,4,5.808709677419355,5.331834540868792,0.4768751365505626,00-0034011,Daniel,Arnold,85,D.Arnold
2020,REG,0,Tyler Eifert,TE,JAX,6.290975609756098,2.4845684062296276,8.525833333333333,10.630979991188475,36,60,60,349,2,3.1980555555555554,3.0470493175873545,0.1510062379682009,00-0030549,Tyler,Eifert,88,T.Eifert
2020,REG,0,Jakobi Meyers,WR,NE,6.29,3.412927971013991,10.290987654320988,28.29612883077382,59,81,72.8395061728395,729,0,3.8044067796610177,3.94575338808523,-0.14134660842421232,00-0034960,Jakobi,Meyers,16,J.Meyers
2020,REG,0,Evan Engram,TE,NYG,6.284352941176471,2.9472306940057527,7.0942201834862395,19.732517428982643,63,109,57.798165137614674,654,1,4.7339682539682535,3.7959602678538618,0.9380079861143917,00-0033881,Evan,Engram,88,E.Engram
2020,REG,0,Michael Pittman,WR,IND,6.276166666666667,3.174078157408016,8.503114754098359,13.020634601867656,40,61,65.57377049180327,503,1,7.08325,5.835817797219945,1.2474322027800548,00-0036252,Michael,Pittman,11,M.Pittman
2020,REG,0,Jarvis Landry,WR,CLE,6.269239130434784,3.208957795142914,8.78980198019802,21.145385991363398,72,101,71.28712871287128,840,3,4.885833333333334,4.088152559515498,0.7976807738178362,00-0031382,Jarvis,Landry,80,J.Landry
2020,REG,0,Gabriel Davis,WR,BUF,6.26688524590164,3.1674838795699958,15.905,19.380597586932726,35,62,56.451612903225815,599,7,3.934285714285714,3.7027486625047006,0.23153705178101358,00-0036196,Gabriel,Davis,13,G.Davis
2020,REG,0,Antonio Brown,WR,TB,6.250163934426229,3.212629713617664,8.76048387096774,9.698102696506435,45,62,72.58064516129032,483,4,5.747777777777777,5.274193752016931,0.47358402576084657,00-0027793,Antonio,Brown,81,A.Brown
2020,REG,0,Allen Lazard,WR,GB,6.223333333333334,3.6916468716401,10.180652173913042,11.575385467182763,33,46,71.73913043478261,451,3,6.091818181818181,6.437180200445177,-0.34536201862699567,00-0034521,Allen,Lazard,13,A.Lazard
2020,REG,0,Trey Burton,TE,IND,6.222926829268293,3.253626961260987,7.50872340425532,8.859072196003616,28,47,59.57446808510638,250,3,3.1675000000000004,3.314748195511267,-0.14724819551126656,00-0030710,Lawrence,Burton,80,T.Burton
2020,REG,0,Kendrick Bourne,WR,SF,6.217857142857143,2.8454992522903844,9.648783783783783,19.12497756730478,49,74,66.21621621621621,667,2,4.5448979591836745,3.472395389546453,1.0725025696372215,00-0033307,Kendrick,Bourne,84,K.Bourne
2020,REG,0,Willie Snead,WR,BAL,6.215238095238096,3.2268457660593928,8.636458333333335,11.849059192417519,33,48,68.75,432,3,6.0269696969696955,4.489490208487066,1.5374794884826297,00-0030663,Willie,Snead,83,W.Snead
2020,REG,0,Jalen Guyton,WR,LAC,6.191090909090909,3.070112756976844,16.405272727272727,19.18835118283046,28,55,50.90909090909091,511,3,6.755357142857144,4.947397667758405,1.8079594750987393,00-0035414,Jalen,Guyton,15,J.Guyton
2020,REG,0,Noah Fant,TE,DEN,6.189154929577466,3.473756994606291,6.926559139784947,12.886363863688649,62,93,66.66666666666666,673,3,6.120161290322581,4.858543821836891,1.2616174684856896,00-0035644,Noah,Fant,87,N.Fant
2020,REG,0,Scott Miller,WR,TB,6.187199999999999,3.437941418812926,15.31188679245283,14.490106381839027,33,53,62.264150943396224,501,3,3.774848484848485,4.1196606234735285,-0.34481213862504356,00-0035298,Scott,Miller,10,S.Miller
2020,REG,0,Cole Beasley,WR,BUF,6.186881720430107,3.51071433150835,7.874112149532709,16.558735724126546,82,107,76.63551401869158,967,4,4.452804878048781,4.7013354006842984,-0.24853052263551767,00-0029000,Cole,Beasley,11,C.Beasley
2020,REG,0,Tyler Lockett,WR,SEA,6.185289256198348,3.395380350645081,10.005454545454544,28.859302378938946,100,132,75.75757575757575,1054,10,3.4658,4.028511679075817,-0.5627116790758167,00-0032211,Tyler,Lockett,16,T.Lockett
2020,REG,0,Christian Kirk,WR,ARI,6.183866666666666,3.4540306662927227,11.97417721518987,21.894485411545777,48,79,60.75949367088608,621,6,3.9018750000000004,4.291195836669087,-0.38932083666908657,00-0034775,Christian,Kirk,13,C.Kirk
2020,REG,0,Julio Jones,WR,ATL,6.172769230769231,2.7329357101143965,11.734411764705882,14.949583516001756,51,68,75,771,3,4.708627450980392,3.28453535360076,1.4240920973796314,00-0027944,Quintorris,Jones,11,J.Jones
2020,REG,0,Adam Thielen,WR,MIN,6.159423076923076,2.671702415679773,12.14287037037037,33.18093493507676,74,108,68.51851851851852,925,14,3.2100000000000004,2.9385309331720895,0.27146906682791094,00-0030035,Adam,Thielen,19,A.Thielen
2020,REG,0,Robert Tonyan,TE,GB,6.153877551020408,4.243192497644826,7.873389830508474,11.48195385763791,52,59,88.13559322033898,586,11,4.457307692307693,5.86072086894361,-1.403413176635917,00-0033757,Robert,Tonyan,85,R.Tonyan
2020,REG,0,Larry Fitzgerald,WR,ARI,6.142833333333333,3.3120519574199667,5.915277777777778,9.857564100783698,54,72,75,409,1,3.557407407407407,3.643129895613939,-0.08572248820653217,00-0022921,Larry,Fitzgerald,11,L.Fitzgerald
2020,REG,0,K.J. Hamler,WR,DEN,6.141764705882354,3.189248626705208,11.018392857142858,12.343438990967924,30,56,53.57142857142857,381,3,4.418333333333333,3.558334799096655,0.859998534236678,00-0036412,Kahlee,Hamler,13,K.Hamler
2020,REG,0,JuJu Smith-Schuster,WR,PIT,6.1388461538461545,3.0567270458840814,5.827265625,15.716513200868116,97,128,75.78125,831,9,4.38618556701031,4.125890002020164,0.2602955649901464,00-0033857,John,Smith-Schuster,19,J.Smith-Schuster
2020,REG,0,Christopher Herndon,TE,NYJ,6.088,3.640405903119683,6.796444444444444,7.612391292443858,31,45,68.88888888888889,287,3,4.546129032258063,4.543626028226771,0.002503004031292555,00-0034766,Christopher,Herndon,89,C.Herndon
2020,REG,0,DaeSean Hamilton,WR,DEN,6.087142857142858,2.8051718209543752,13.82909090909091,12.17239965191994,23,44,52.27272727272727,293,2,3.969130434782609,4.224010581625798,-0.25488014684318916,00-0034370,DaeSean,Hamilton,17,D.Hamilton
2020,REG,0,Calvin Ridley,WR,ATL,6.086571428571427,2.926469249597957,14.883986013986013,39.87623511954945,90,143,62.93706293706294,1374,9,3.071222222222222,3.0458284126829627,0.025393809539259404,00-0034837,Calvin,Ridley,18,C.Ridley
2020,REG,0,Travis Fulgham,WR,PHI,6.042000000000001,2.4917131578078013,13.063134328358206,16.954921446698044,38,67,56.71641791044776,539,4,2.8984210526315795,2.3867680274728436,0.5116530251587359,00-0035592,Travis,Fulgham,13,T.Fulgham
2020,REG,0,Jamison Crowder,WR,NYJ,6.04,3.120713255550917,7.548651685393257,16.721922711229915,59,89,66.29213483146067,699,6,5.589491525423728,4.265378731211158,1.3241127942125699,00-0031941,Jamison,Crowder,82,J.Crowder
2020,REG,0,D.J. Moore,WR,CAR,6.029230769230769,2.510260779717669,13.407881355932203,39.574719285212225,66,118,55.932203389830505,1193,4,6.096212121212122,4.24940516724534,1.846806953966782,00-0034827,Denniston,Moore,12,D.Moore
2020,REG,0,N'Keal Harry,WR,NE,5.994642857142856,2.8540305234736945,8.152982456140352,15.775252216655122,33,57,57.89473684210527,309,2,3.3327272727272725,2.8606348002203767,0.4720924725068958,00-0035624,N'Keal,Harry,15,N.Harry
2020,REG,0,Breshad Perriman,WR,NYJ,5.930833333333334,2.620778233718892,15.574000000000002,23.258314541300155,30,60,50,505,3,5.662000000000002,4.733315441357634,0.9286845586423675,00-0032054,Breshad,Perriman,19,B.Perriman
2020,REG,0,Mike Gesicki,TE,MIA,5.918194444444444,2.046417671279562,11.126823529411764,22.260770505385256,53,85,62.35294117647059,703,6,3.7754716981132086,3.341530696360766,0.43394100175244255,00-0034829,Michael,Gesicki,88,M.Gesicki
2020,REG,0,Tyler Boyd,WR,CIN,5.903253012048194,2.7415501161444653,8.620636363636365,20.147622173921356,79,110,71.81818181818181,841,4,4.76253164556962,3.5492271453675186,1.2133045002021015,00-0033009,Tyler,Boyd,83,T.Boyd
2020,REG,0,CeeDee Lamb,WR,DAL,5.873218390804596,3.0153560828120036,9.376486486486488,22.44809044890142,74,111,66.66666666666666,935,5,4.560945945945947,4.635239122446722,-0.074293176500775715,00-0036358,Cedarian,Lamb,88,C.Lamb
2020,REG,0,Zach Ertz,TE,PHI,5.858305084745764,2.967404200894425,7.33875,10.235950485267624,36,72,50,335,1,2.862222222222222,3.1526231730616714,-0.2904009508394494,00-0030061,Zachary,Ertz,86,Z.Ertz
2020,REG,0,Drew Sample,TE,CIN,5.8521875,3.855346142624045,4.454905660377357,5.0165618141294885,40,53,75.47169811320755,349,1,5.1995000000000005,4.773711176819613,0.4257888231803877,00-0035631,Drew,Sample,89,D.Sample
2020,REG,0,Greg Ward,WR,PHI,5.835915492957746,3.5234527034270933,6.059240506329112,9.27297030278375,53,79,67.08860759493672,419,6,3.032830188679246,3.7312920810214405,-0.6984618923421944,00-0033733,Gregory,Ward,84,G.Ward
2020,REG,0,Zach Pascal,WR,IND,5.831290322580645,2.9433158098848864,10.938873239436619,19.496435385078822,44,71,61.97183098591549,629,5,5.5847727272727274,4.654499385617041,0.9302733416556865,00-0033251,Zachary,Pascal,14,Z.Pascal
2020,REG,0,Damiere Byrd,WR,NE,5.8061842105263155,2.9814615976466627,11.854415584415586,30.985308294974672,47,77,61.038961038961034,604,1,3.4936170212765956,4.265360940684582,-0.7717439194079865,00-0031868,Damiere,Byrd,10,D.Byrd
2020,REG,0,Justin Jefferson,WR,MIN,5.797131147540982,2.6343901965568284,11.50008,36.3709277494965,88,125,70.39999999999999,1400,7,5.318977272727273,3.374740306801588,1.9442369659256848,00-0036322,Justin,Jefferson,18,J.Jefferson
2020,REG,0,Darren Waller,TE,LV,5.777477477477478,2.9537821159225386,7.883931034482759,26.334618769206674,107,145,73.79310344827587,1196,9,5.679906542056075,4.86838789859651,0.8115186434595643,00-0031610,Darren,Waller,83,D.Waller
2020,REG,0,Logan Thomas,TE,WAS,5.76891891891892,2.9025726389213493,7.28809090909091,22.473929132092398,72,110,65.45454545454545,670,6,4.099166666666667,3.38382446587767,0.7153422007889971,00-0031260,Logan,Thomas,82,L.Thomas
2020,REG,0,Jimmy Graham,TE,CHI,5.75904761904762,3.0378179744800207,7.101842105263158,11.47174784004081,50,76,65.78947368421053,456,8,4.1266,3.9665262378400197,0.16007376215998015,00-0027696,Jimmy,Graham,80,J.Graham
2020,REG,0,Gerald Everett,TE,LAR,5.726792452830188,3.6019644774990733,6.3100000000000005,10.254299928181634,41,62,66.12903225806451,417,1,6.026341463414634,4.983655357918408,1.0426861054962258,00-0033895,Gerald,Everett,81,G.Everett
2020,REG,0,Keenan Allen,WR,LAC,5.726766917293232,2.9445020194984735,7.2378231292517,22.626470563216145,100,147,68.02721088435374,992,8,4.6514999999999995,4.684557850320132,-0.033057850320132864,00-0030279,Keenan,Allen,13,K.Allen
2020,REG,0,Jonnu Smith,TE,TEN,5.722307692307693,3.272765979644888,5.683692307692307,9.4213653635274,41,65,63.07692307692307,448,8,6.260487804878047,4.849888241988387,1.4105995628896606,00-0033858,Jonnu,Smith,81,J.Smith
2020,REG,0,Chase Claypool,WR,PIT,5.712242990654206,2.5137783954444743,13.304311926605505,30.55626962220021,62,109,56.88073394495413,859,9,5.209354838709677,3.443676737016864,1.7656781016928131,00-0036326,Chase,Claypool,11,C.Claypool
2020,REG,0,Tim Patrick,WR,DEN,5.700263157894736,2.5959816175646155,12.461898734177215,19.69432969583004,51,79,64.55696202531645,742,6,4.995098039215687,3.908519491014789,1.0865785482008983,00-0033375,Tim,Patrick,81,T.Patrick
2020,REG,0,T.J. Hockenson,TE,DET,5.689506172839505,3.3251237850143958,7.167425742574257,14.692564516292705,67,101,66.33663366336634,723,6,5.062686567164178,5.3197777719695045,-0.25709120480532643,00-0035229,Thomas,Hockenson,88,T.Hockenson
2020,REG,0,Chris Conley,WR,JAX,5.675862068965517,2.7858465805720547,10.82031746031746,14.16660432097226,40,63,63.49206349206349,471,2,4.70325,3.514053963743521,1.1891960362564786,00-0032128,Christian,Conley,18,C.Conley
2020,REG,0,James Washington,WR,PIT,5.671454545454546,2.2765616170010197,12.993571428571427,15.331970753703192,30,56,53.57142857142857,392,5,4.607333333333333,3.3248765544015977,1.2824567789317354,00-0034676,James,Washington,13,J.Washington
2020,REG,0,George Kittle,TE,SF,5.670566037735848,3.8592430287413326,6.921904761904762,11.68053699184923,48,63,76.19047619047619,634,2,6.624583333333333,4.352095362216835,2.2724879711164983,00-0033288,George,Kittle,85,G.Kittle
2020,REG,0,Mark Andrews,TE,BAL,5.632089552238806,2.59559819208081,10.42590909090909,26.224278923795012,58,88,65.9090909090909,701,7,3.3865517241379313,3.3411080825306474,0.04544364160728387,00-0034753,Mark,Andrews,89,M.Andrews
2020,REG,0,Tyler Higbee,TE,LAR,5.625490196078431,3.0656369771257395,7.607666666666668,11.964310989258701,44,60,73.33333333333333,521,5,5.817045454545456,4.2086241554840695,1.6084212990613862,00-0033110,Tyler,Higbee,89,T.Higbee
2020,REG,0,Allen Robinson,WR,CHI,5.621438356164384,2.3076742021028633,9.500066225165563,30.489378208057477,102,151,67.54966887417218,1250,6,3.641274509803922,3.2741449828332025,0.3671295269707193,00-0031428,Allen,Robinson,12,A.Robinson
2020,REG,0,Tyreek Hill,WR,KC,5.61094017094017,3.4330638514174847,13.225111111111111,35.58552812536127,87,135,64.44444444444444,1276,15,5.22183908045977,4.21757779861002,1.0042612818497494,00-0033040,Tyreek,Hill,10,T.Hill
2020,REG,0,D.J. Chark,WR,JAX,5.60923076923077,2.280449723315437,14.217096774193548,27.47761789570812,53,93,56.98924731182796,706,5,3.3179245283018863,2.9336781022165255,0.38424642608536086,00-0034777,Darrell,Chark,17,D.Chark Jr.
2020,REG,0,Isaiah Ford,WR,MIA,5.609210526315788,2.760845131925641,9.224772727272729,9.553410032386838,28,44,63.63636363636363,276,0,2.876071428571428,2.780870215163119,0.09520121340830912,00-0033471,Isaiah,Ford,84,I.Ford
2020,REG,0,Michael Gallup,WR,DAL,5.55695238095238,2.7186194355352193,12.126190476190477,27.461861820409233,59,105,56.19047619047619,843,5,4.511016949152542,3.263726973217903,1.2472899759346392,00-0034764,Michael,Gallup,13,M.Gallup
2020,REG,0,Brandon Aiyuk,WR,SF,5.548461538461539,2.7801799153714932,9.667083333333332,24.857836979260135,60,96,62.5,748,5,4.882666666666668,4.0730349239450785,0.8096317427215896,00-0036261,Brandon,Aiyuk,11,B.Aiyuk
2020,REG,0,Jordan Reed,TE,SF,5.539069767441861,2.0924867505134954,8.464782608695653,10.429663121184769,26,46,56.52173913043478,231,4,3.2603846153846145,2.532507432316663,0.72787718306795135,00-0030472,Jordan,Reed,81,J.Reed
2020,REG,0,Marquez Valdes-Scantling,WR,GB,5.532666666666666,3.1202866212982165,18.028253968253967,28.07347975895633,33,63,52.38095238095239,690,6,7.623939393939393,6.428802430497749,1.1951369634416444,00-0034272,Marquez,Valdes-Scantling,83,M.Valdes-Scantling
2020,REG,0,Anthony Miller,WR,CHI,5.506617647058825,2.956582269264672,9.625263157894736,15.54788042380897,49,76,64.47368421052632,485,2,3.1724489795918367,3.8249405932689697,-0.652491613677133,00-0034353,Anthony,Miller,17,A.Miller
2020,REG,0,Mike Williams,WR,LAC,5.493647058823529,2.081118824413792,15.071176470588233,27.243167144449075,48,85,56.470588235294116,756,5,3.4270833333333335,2.6563201278146025,0.770763205518731,00-0033536,Michael,Williams,81,M.Williams
2020,REG,0,Russell Gage,WR,ATL,5.482099999999999,2.8195981696227572,8.802660550458715,17.976258725929924,72,109,66.05504587155964,786,4,4.086666666666667,4.093387260675208,-0.006720594008541525,00-0034411,Russell,Gage,83,R.Gage
2020,REG,0,Sammy Watkins,WR,KC,5.48,3.618562096321114,8.076545454545455,8.85377841735796,37,55,67.27272727272727,421,2,4.4972972972972975,4.850102751271933,-0.3528054539746357,00-0031325,Samuel,Watkins,14,S.Watkins
2020,REG,0,Stefon Diggs,WR,BUF,5.470379746835444,2.951891136262142,10.242289156626507,33.41541981042152,127,166,76.50602409638554,1535,8,3.674724409448819,3.532189406626663,0.14253500282215636,00-0031588,Stefon,Diggs,14,S.Diggs
2020,REG,0,A.J. Brown,WR,TEN,5.445809523809524,2.404694913284214,11.32141509433962,30.60388136587356,70,106,66.0377358490566,1075,11,6.162714285714284,3.585964962531427,2.5767493231828564,00-0035676,Arthur,Brown,11,A.Brown
2020,REG,0,DK Metcalf,WR,SEA,5.427952755905513,2.6267346764697947,13.59596899224806,38.324363420235514,83,129,64.34108527131784,1303,10,4.733253012048191,3.1823973355583224,1.5508556764898689,00-0035640,DeKaylin,Metcalf,14,D.Metcalf
2020,REG,0,Diontae Johnson,WR,PIT,5.420699300699301,3.1669942702855205,8.051388888888889,24.429507574959437,88,144,61.111111111111114,923,7,4.633068181818182,4.3409898272803,0.2920783545378818,00-0035216,Diontae,Johnson,18,Di.Johnson
2020,REG,0,Darius Slayton,WR,NYG,5.419894736842105,2.3150101130325997,14.059791666666667,34.44303810389001,50,96,52.083333333333336,751,3,3.2064,2.939752235510276,0.2666477644897238,00-0035535,Darius,Slayton,86,D.Slayton
2020,REG,0,Travis Kelce,TE,KC,5.351693548387096,3.027427147544696,8.747034482758618,25.279539502270204,105,145,72.41379310344827,1416,11,5.8464761904761895,4.83221256245253,1.0142636280236594,00-0030506,Travis,Kelce,87,T.Kelce
2020,REG,0,Josh Reynolds,WR,LAR,5.343205128205128,2.4674975656596208,10.782716049382717,22.892759974627676,52,81,64.19753086419753,618,2,4.179230769230769,3.9319127549029025,0.24731801432786682,00-0033943,Joshua Dedmon-Reynolds,Reynolds,11,J.Reynolds
